Price,Close,High,Low,Open,Volume
Ticker,CVX,CVX,CVX,CVX,CVX
Date,,,,,
2006-05-30,27.058307647705078,27.812885402905298,27.039789990486927,27.775850088468996,7821700
2006-05-31,27.67861557006836,27.697133214262685,27.0675474391736,27.0675474391736,12303800
2006-06-01,27.766572952270508,27.86841823387876,27.34067771270841,27.6230638523625,11501600
2006-06-02,28.12303924560547,28.169331607946344,27.69714386106005,27.965642741329894,11399900
2006-06-05,27.474931716918945,28.37301825404892,27.461044363355963,28.35912913454576,8690000
2006-06-06,27.2805118560791,27.646227607491785,27.081451473205913,27.479572238952294,10554600
2006-06-07,26.465749740600586,27.641594252132485,26.461121210182554,27.17866350894109,13807800
2006-06-08,26.785165786743164,26.849975790583805,25.650985421711507,26.280571343489417,15265800
2006-06-09,26.63239288330078,26.99810842661595,26.535177895616446,26.831453152905755,12866100
2006-06-12,26.66017723083496,27.039780237178448,26.525926913339244,26.79442754833068,10809600
2006-06-13,26.285192489624023,26.924037056216754,26.243528675151897,26.66016681987317,14723900
2006-06-14,26.77128028869629,26.780537347652082,26.3407546437003,26.45648730599083,9987700
2006-06-15,27.5119686126709,27.655477749606316,26.951822951179576,26.988856484812413,11799900
2006-06-16,27.17865753173828,27.456416976131905,26.896269557944542,27.359200199327,12494500
2006-06-19,26.62314224243164,27.183289699196454,26.437971032690037,27.183289699196454,8140200
2006-06-20,26.62314224243164,27.025893199648884,26.58610870685947,26.738874910747782,7998400
2006-06-21,26.9796085357666,27.400875525557748,26.613894517729292,26.627781877697256,7878200
2006-06-22,27.1555118560791,27.299020993305536,26.836090343344463,27.053666547986772,6290400
2006-06-23,27.17865753173828,27.44252785605106,27.15551135285721,27.201803710619355,6558900
2006-06-26,27.627700805664062,27.706398167009826,27.09070133255685,27.183287813976765,5870000
2006-06-27,27.822134017944336,28.4193150373503,27.757324003300052,27.77584165489569,7787700
2006-06-28,28.40542221069336,28.460973388840575,27.93786131062895,27.93786131062895,8304000
2006-06-29,28.910018920898438,29.155371595843775,28.47949328293834,28.507269757172626,9986800
2006-06-30,28.729476928710938,29.02575226374835,28.67855427438758,28.91001960062809,8103100
2006-07-03,29.04889488220215,29.164627531135224,28.822058113279684,28.826688408163452,3133300
2006-07-05,29.5720157623291,29.641454312817647,28.956317038875145,29.053532069123474,9895500
2006-07-06,29.618305206298828,29.90532173839523,29.479426353087046,29.572012843875044,8434200
2006-07-07,29.479427337646484,30.09049572493924,29.31740229781147,29.697005333373923,8958300
2006-07-10,29.752552032470703,29.859027638542607,29.345174322212582,29.442389337210066,6305000
2006-07-11,30.2293643951416,30.34046673111231,29.86827562244753,29.872905916577857,8775700
2006-07-12,30.030305862426758,30.502493466450662,29.859020288519766,30.345098775735956,9700200
2006-07-13,30.06271743774414,30.465464841454565,30.039569492571577,30.11826685514941,10201800
2006-07-14,30.729341506958008,30.919144807249854,30.294189009394604,30.312706662975362,14930500
2006-07-17,30.030305862426758,30.710810799897722,29.872907639832267,30.41916582669588,10740900
2006-07-18,30.34510040283203,30.585822746208986,29.993272179238044,30.27566011066638,8677300
2006-07-19,30.54880142211914,30.710826490009623,30.11827565207781,30.345114279006072,9964200
2006-07-20,30.238630294799805,30.664525650473458,30.18307734462822,30.57657122755255,8366600
2006-07-21,29.835874557495117,30.451573078388044,29.817360442294166,30.451573078388044,10087800
2006-07-24,30.67840003967285,30.849685581402372,29.928454954643264,29.928454954643264,8368400
2006-07-25,30.99319076538086,31.090409263388086,30.46082359827975,30.747838203455192,8346300
2006-07-26,31.247812271118164,31.483907841648517,30.900614356994627,30.997829349123638,8369300
2006-07-27,31.354291915893555,31.696859579968418,31.26633396938071,31.682972226704344,9268500
2006-07-28,30.576566696166992,30.761736105535988,30.058083167045577,30.69229934296266,15358000
2006-07-31,30.451574325561523,30.641377567005268,30.20622167247976,30.414539029882715,9143300
2006-08-01,30.669153213500977,30.761737923657538,30.210852894029482,30.423800552893816,7228700
2006-08-02,30.539541244506836,31.053394644446158,30.451583274391442,30.784893969690593,10020300
2006-08-03,30.32196617126465,30.61824158870816,30.32196617126465,30.433068569835573,10382000
2006-08-04,30.396024703979492,30.57193705941852,30.07197116684844,30.539532058893432,7626500
2006-08-07,30.93765640258789,31.030241120480383,30.465465158446637,30.516387812851686,9229100
2006-08-08,31.108932495117188,31.215408078888544,30.882097507632018,30.942277209488925,8544700
2006-08-09,31.23855972290039,31.590384450372508,31.16448912856079,31.252447076368984,10704900
2006-08-10,31.178375244140625,31.33577348492286,30.94690994383983,31.15060053830619,8830800
2006-08-11,31.40984344482422,31.474653452342576,31.067275757672824,31.178378123149933,5109000
2006-08-14,31.039499282836914,31.298739298157173,30.747850733721307,31.247816647736364,6260600
2006-08-15,30.951547622680664,31.363555672955723,30.784892284155802,31.363555672955723,7278400
2006-08-16,30.51764488220215,31.259472445068592,30.303024476281582,31.259472445068592,9467500
2006-08-17,30.86289405822754,30.872223676704376,30.24236942236595,30.24236942236595,11987700
2006-08-18,31.38078498840332,31.404110821733042,30.867570380796703,30.956214242754598,9074300
2006-08-21,31.208148956298828,31.51607977984133,31.133501324860003,31.455424797259788,7934000
2006-08-22,31.049535751342773,31.156842441611836,30.890903672398938,31.072861590304267,6892000
2006-08-23,30.64362335205078,31.09151997547049,30.52231690417692,30.99820951376195,7566200
2006-08-24,31.133501052856445,31.133501052856445,30.615619988379308,30.643612404978718,5336500
2006-08-25,31.15215492248535,31.488078102047943,31.124162510709823,31.166154687937176,4349400
2006-08-28,30.867563247680664,31.026191692101825,30.727594041785125,30.937544291063663,5449300
2006-08-29,30.67159652709961,30.792902898833457,30.386995170087715,30.778906694318728,7134000
2006-08-30,30.414993286132812,30.736916691392164,29.929771324502006,30.676265281024797,9205200
2006-08-31,30.046424865722656,30.41500720407409,30.0230954728329,30.41500720407409,6609700
2006-09-01,30.24704360961914,30.27970262183891,29.99510113268147,30.195721796193023,6277300
2006-09-05,30.9515380859375,31.329453488557245,30.48964543780725,30.666940226056965,13338500
2006-09-06,30.42899513244629,30.970202016415683,30.37300674049168,30.83489940553218,11065400
2006-09-07,30.512977600097656,31.002862707976412,30.321686586855847,30.33101976580486,7998200
2006-09-08,29.962451934814453,30.540984723451174,29.9157966962991,30.51299229225527,6574500
2006-09-11,28.926681518554688,29.710501418214275,28.63741520170832,29.687173805204257,18665200
2006-09-12,28.642072677612305,29.075972931658207,28.441452053492913,28.926674110887824,11857200
2006-09-13,29.10863494873047,29.20661197628749,28.68406604953419,28.744719257928665,9513200
2006-09-14,28.950008392333984,29.29059651697524,28.6934010962106,29.141297661784076,8014800
2006-09-15,28.828706741333008,28.968674210174214,28.572099418493643,28.954677997224973,10521900
2006-09-18,29.3232479095459,29.486544713572954,28.796037242822894,28.926673262218713,8206300
2006-09-19,28.8753604888916,29.46322631954652,28.702734012174194,29.397906509642656,7752300
2006-09-20,28.40411949157715,29.015310794716907,28.39478809567967,28.88001000365791,9623200
2006-09-21,28.950008392333984,29.10863864844743,28.497447016190733,28.497447016190733,9061000
2006-09-22,28.898681640625,29.127296474711837,28.5860877721485,29.066643268969216,7444100
2006-09-25,29.010665893554688,29.313930239084197,28.329489543656756,28.674742529864528,10800900
2006-09-26,29.668500900268555,29.719822699284347,28.945334464511358,29.01065247061067,10870500
2006-09-27,29.953096389770508,30.209705349382315,29.523862820568823,29.785136588636327,12291600
2006-09-28,30.107074737548828,30.289032602012803,29.8971244507259,29.911120661905375,9956300
2006-09-29,30.261043548583984,30.391679613556526,29.864468762898532,30.04642664761969,6797400
2006-10-02,30.097726821899414,30.4896347349675,30.07439744440397,30.27968457576149,7955600
2006-10-03,29.365243911743164,29.86446403772178,29.355912511466848,29.859797447692312,12808700
2006-10-04,29.719823837280273,29.82713224852123,29.02931637813265,29.509871824077422,11281000
2006-10-05,29.803815841674805,30.079085966913837,29.589197158765298,29.920453915301934,9577800
2006-10-06,29.7011775970459,29.80382125622486,29.299936143655323,29.635859552035015,8886400
2006-10-09,29.505205154418945,29.948436758837566,29.458548165658907,29.869118988054428,7807100
2006-10-10,29.813121795654297,29.822451409754567,29.39321796988622,29.43520835246303,10930900
2006-10-11,29.43990135192871,29.78049132553253,29.393246117623505,29.687179077139007,9417600
2006-10-12,29.869123458862305,29.934445032685826,29.53786857788558,29.621849390441753,8136600
2006-10-13,29.953096389770508,30.195709144233284,29.831791792321056,30.02774756331717,7704500
2006-10-16,30.34969711303711,30.419678190877843,29.94378906372824,30.051099315694902,7813300
2006-10-17,30.293691635131836,30.41033144528411,30.19104803266751,30.377672440824057,6809000
2006-10-18,30.13973045349121,30.522308942000738,29.981101998053976,30.298362468493465,8085200
2006-10-19,30.624954223632812,30.624954223632812,30.02775884906286,30.233046093908236,7052200
2006-10-20,30.45699691772461,30.736931844481088,30.28903524975758,30.713606010331386,9599500
2006-10-23,30.624954223632812,30.624954223632812,30.10707308109304,30.298364115528997,6606100
2006-10-24,31.208148956298828,31.273466968644563,30.54096906485477,30.62494987495139,9061900
2006-10-25,31.530080795288086,31.8473412862927,30.98887025669453,31.100847060271626,11946400
2006-10-26,31.49274253845215,31.95930168716996,31.39009895620402,31.85665810492183,8884500
2006-10-27,31.576736450195312,31.94998534810905,31.455430024438552,31.74936468840434,8888200
2006-10-30,30.974870681762695,31.576732587247896,30.80224246467218,31.357449153517063,8869400
2006-10-31,31.35277557373047,31.42276016286997,30.680932772857833,30.839561185980905,10721500
2006-11-01,31.25014305114746,31.52074473616275,31.030859613627804,31.352783105703647,7874500
2006-11-02,31.628049850463867,31.674705060402772,31.040184238453524,31.236138255935522,9013600
2006-11-03,32.150604248046875,32.34655830692164,31.726033560919788,31.726033560919788,8608400
2006-11-06,32.55184555053711,32.63116334839462,32.08062315157944,32.21592579549462,10218800
2006-11-07,32.150604248046875,32.62182659540308,32.02463123908088,32.589167585590616,9893000
2006-11-08,32.4305305480957,32.556499964176105,32.00595997327285,32.00595997327285,9312600
2006-11-09,32.752464294433594,32.845778298315956,32.44453698053501,32.59383582718151,11484500
2006-11-10,32.44453811645508,32.84111285803511,32.25791366172171,32.79912422449194,8790400
2006-11-13,32.82243728637695,33.046387256837846,32.220575522800075,32.44452549326097,8858100
2006-11-14,32.83644485473633,32.97174748960641,32.61249836634569,32.87377045598985,8066700
2006-11-15,32.87874984741211,33.198371876081836,32.700138908414104,32.83174734620853,8780000
2006-11-16,32.2206916809082,33.11845084271884,32.19248732532319,33.04794533284511,9311100
2006-11-17,32.479225158691406,32.563831100363416,31.896386219429342,32.01389427252595,10323100
2006-11-20,32.5450325012207,32.85995683911394,32.30531863188934,32.3570188810314,7456100
2006-11-21,33.005653381347656,33.0526558723492,32.643726669909356,32.70483313566554,7708400
2006-11-22,32.714237213134766,33.1372668691014,32.44161770306063,33.005658439703055,7388400
2006-11-24,32.357017517089844,32.80825162094796,32.310015010539196,32.41812400306094,2883700
2006-11-27,32.314720153808594,32.74714900284837,32.15020956841975,32.56853802243502,9568100
2006-11-28,32.8458366394043,32.935143871757006,32.36170422707916,32.38050593841972,7682000
2006-11-29,33.395782470703125,33.84231153570847,32.85994615827257,32.996252312891606,10238300
2006-11-30,33.99271774291992,34.293537968303816,33.442781104583105,33.4897835924131,11974600
2006-12-01,34.36404037475586,34.434545893132885,33.76239997858319,33.99741598246686,10402900
2006-12-04,34.5473518371582,34.56615354739673,34.17132480450681,34.364039644907024,7489600
2006-12-05,34.75889205932617,34.8622997536996,34.208955051317325,34.62258582881105,8262900
2006-12-06,34.57556915283203,34.9750994109594,34.54736836701081,34.711878927736706,10276400
2006-12-07,34.46275329589844,34.78237526611051,34.335846207253496,34.62256607403464,7181300
2006-12-08,34.23244094848633,34.782377680894584,34.20423658211577,34.60376676216369,7637300
2006-12-11,34.641357421875,34.80117016873104,34.15252729116851,34.232431871566725,7986000
2006-12-12,34.711875915527344,35.05029966025948,34.486262476413216,34.998595833366466,9241400
2006-12-13,34.97039031982422,35.1208004542425,34.72127387088712,35.03149320422336,7637100
2006-12-14,35.70833206176758,35.81643741493051,34.99388140461069,35.120792054396276,9234800
2006-12-15,35.43101501464844,35.77413999266222,35.24300506149786,35.717734855081055,9534400
2006-12-18,34.46745300292969,35.45451964558099,34.42984957618522,35.29940819980517,9217200
2006-12-19,35.012691497802734,35.15370256775612,34.077328586222656,34.30294558093598,9201300
2006-12-20,34.61785888671875,35.21010023424491,34.537954304211965,34.998583674241424,8691800
2006-12-21,34.42046356201172,34.857593701975475,34.09614015898849,34.622577574813484,7539900
2006-12-22,34.18543243408203,34.55205685780795,34.15253033415945,34.4533505580402,4486600
2006-12-26,34.354652404785156,34.500364827970714,34.0914355155124,34.143139345342576,4007500
2006-12-27,34.80118179321289,34.84818429232013,34.43455727969128,34.4439563450884,5114800
2006-12-28,34.913997650146484,35.022106653855076,34.787090510721555,34.904598582288315,4057500
2006-12-29,34.56147384643555,34.829392109351254,34.547373451449744,34.730685758388816,5410000
2007-01-03,33.35817337036133,34.4157454260515,33.16076078062017,34.20422886327761,12719600
2007-01-04,33.03386688232422,33.34878763799817,32.714244799921254,33.325288176476256,10825300
2007-01-05,33.1607666015625,33.42868475925784,32.95865265199862,33.03385592440869,9618000
2007-01-08,33.58378982543945,33.63549363980621,32.902244761237846,33.40047760579736,9435100
2007-01-09,33.198360443115234,33.532082748611494,32.83173603950131,33.36287451976331,10500000
2007-01-10,32.62494659423828,33.04797283337925,32.3993294921092,32.78475586928048,11936700
2007-01-11,32.28651428222656,33.438091784764985,32.18780794652852,32.5826332893207,12407200
2007-01-12,33.066749572753906,33.19366021745454,32.479209588923666,32.479209588923666,9345000
2007-01-16,32.74713897705078,33.23127151700055,32.54032726990548,32.93985387954923,8281700
2007-01-17,33.28767013549805,33.3111731727736,32.667227963659435,32.76593426530876,10545100
2007-01-18,33.334678649902344,33.76710735988671,32.91164900489127,33.29237747843156,10648300
2007-01-19,33.99271774291992,34.025619843006915,33.278270604148155,33.52738701710108,9983800
2007-01-22,33.47568130493164,34.124324206719066,33.34877065032687,34.082023045890644,11969100
2007-01-23,34.105525970458984,34.42984924742792,33.654295612014444,33.65899693682765,9268800
2007-01-24,34.23713684082031,34.42985172537027,33.701300527474125,34.07262632111935,7061700
2007-01-25,33.616695404052734,34.208936875113004,33.503888700156644,34.07732845622416,8441500
2007-01-26,33.607303619384766,34.01623294042086,33.48039649826942,33.908123952309744,7266600
2007-01-29,33.621402740478516,33.98332954319211,33.485092971955574,33.61200367433191,6323100
2007-01-30,34.34524917602539,34.34524917602539,33.77180937726935,33.81881187522002,6398000
2007-01-31,34.25593566894531,34.519156064348145,33.978618471396345,34.307639483074794,9757800
2007-02-01,35.00328826904297,35.23360297557707,34.359343052419824,34.42984857900865,10956200
2007-02-02,34.80118179321289,35.07380130852002,34.45335899654634,34.68837507814335,7377300
2007-02-05,34.6789665222168,34.91868388872831,34.52855639904609,34.80587719286533,8431500
2007-02-06,34.486244201660156,34.866968919701876,34.28413032710709,34.852868535486856,8374800
2007-02-07,34.143123626708984,34.82466858097889,34.09612114470063,34.721264554984316,9573100
2007-02-08,34.66487121582031,34.744775821019154,33.88461612206016,34.05852930931122,10159500
2007-02-09,34.46275329589844,34.78237526611051,34.34054394627197,34.74947316267958,6502300
2007-02-12,33.99271774291992,34.39224426856479,33.790603817797,34.3593421684778,12468000
2007-02-13,34.23244094848633,34.2935438345115,34.06322909450524,34.185438452616154,7909300
2007-02-14,34.175636291503906,34.57803603824826,33.981535508008186,34.3886703892364,7907900
2007-02-15,33.78269958496094,34.11408672636498,33.688018576516626,34.11408672636498,10225000
2007-02-16,33.5223274230957,33.82057951585018,33.47972204518769,33.617012060418396,9619000
2007-02-20,33.19567108154297,33.44657901739607,33.14832696305442,33.44657901739607,9347500
2007-02-21,33.11044692993164,33.32348095271262,32.76011933836781,33.19566126141365,13256400
2007-02-22,33.456031799316406,33.5933217399291,33.06309889465052,33.14831321600159,8403100
2007-02-23,33.6453971862793,33.744813292036675,33.408691140614785,33.70220793750392,7862500
2007-02-26,33.80638885498047,34.09516716131718,33.67383031907983,33.8111203795174,7451800
2007-02-27,32.46661376953125,33.71642185129047,32.20150044696035,33.47498058654071,13910000
2007-02-28,32.43821334838867,33.020512140948284,32.36246924887951,32.471352069145745,14002600
2007-03-01,32.0026741027832,32.43821259746505,30.767067581680653,31.870119222823472,14150400
2007-03-02,31.61919593811035,32.07367114003075,31.396691663745113,31.99319194644906,10827100
2007-03-05,31.44877052307129,31.874842197431565,31.2499382789859,31.339884135016028,11700900
2007-03-06,32.035804748535156,32.05474167116367,31.609733019015415,31.85117426771805,11528000
2007-03-07,32.3482551574707,33.04890316191202,31.988460889005854,32.09734727972422,12789500
2007-03-08,32.4097900390625,32.69383656009777,32.1872857871665,32.64176094319244,10777500
2007-03-09,32.414546966552734,32.68439188475632,32.192042565045405,32.584975716139205,7668900
2007-03-12,32.5849609375,32.76012113101871,32.22043153938327,32.41453226521005,9416400
2007-03-13,32.11628723144531,32.94949385270753,31.993202639598465,32.5849679875704,9446000
2007-03-14,32.343528747558594,32.49502054168899,31.756498496784463,32.3340620906095,11393700
2007-03-15,32.60390853881836,32.80274085101024,32.10208901186098,32.286719532017656,9996200
2007-03-16,32.229888916015625,32.902133070174514,32.07839722477071,32.77904494233589,12720300
2007-03-19,32.84534454345703,33.02050839722777,32.43820967068664,32.46661686515036,13988200
2007-03-20,33.16251754760742,33.20512290099067,32.755382871101205,32.85006384207345,8243100
2007-03-21,33.773231506347656,33.844244073208735,33.16253282215025,33.3187561350256,10162300
2007-03-22,34.52594757080078,34.77685542751299,33.74955194888648,33.872640116804014,13192000
2007-03-23,34.89047622680664,35.07510668808813,34.65377013676902,34.74371960677477,10883900
2007-03-26,35.22187423706055,35.292886801193845,34.80053759821177,35.098786033352766,10111300
2007-03-27,35.11298751831055,35.20767214028083,34.85261293455256,35.03724343258334,8548500
2007-03-28,35.07038116455078,35.3544277988039,34.91888938549253,35.255011657407756,10237200
2007-03-29,35.48225402832031,35.49645943271014,35.18400554942635,35.202942476763205,10247800
2007-03-30,35.01356506347656,35.41596470173917,34.738985127025046,35.41596470173917,8510300
2007-04-02,35.425437927246094,35.52958919541702,35.056176966893666,35.056176966893666,8192300
2007-04-03,35.666893005371094,35.78524612037992,35.255026476724666,35.32130393218157,9357500
2007-04-04,35.766292572021484,35.86097356573953,35.34022087659351,35.56272518486414,6622200
2007-04-05,35.79470443725586,35.93199443823509,35.657414436276625,35.77103237742008,6305100
2007-04-09,35.737884521484375,36.16869133975031,35.567455847428434,35.65740531758249,6408600
2007-04-10,36.4716796875,36.55689403583862,35.81363695771518,35.879914382884245,8825600
2007-04-11,36.24443817138672,36.67524502246866,36.197097672064714,36.471677624720336,10747700
2007-04-12,36.53322982788086,36.561637024662716,36.11662826419234,36.33439750965562,8049600
2007-04-13,36.45747375488281,36.689444716612236,36.28704507757391,36.689444716612236,7265500
2007-04-16,36.864601135253906,36.91194162238096,36.30123958645333,36.57108433610994,8308200
2007-04-17,36.907203674316406,37.19598531916107,36.708371476443894,36.92614059009198,8811700
2007-04-18,36.81726837158203,36.98296554531304,36.594767652396584,36.71312071257659,7045400
2007-04-19,36.36278533935547,36.75571828263398,36.324915113137294,36.67523908562937,8013400
2007-04-20,37.13918685913086,37.22440120238997,36.481144168571035,36.590030567343234,15622000
2007-04-23,36.71784591674805,37.342749822503,36.64210184942679,36.9545519963802,12242700
2007-04-24,36.50007247924805,36.836194639511774,36.41012663558585,36.504807611603226,9003600
2007-04-25,37.07765197753906,37.36643377560891,36.71312608802509,36.727327879430284,10924600
2007-04-26,37.01136779785156,37.10604879786365,36.59476634121029,37.00663266429637,10424500
2007-04-27,36.96403884887695,37.16287117814538,36.61371109329,37.12499732156575,8119700
2007-04-30,36.826744079589844,37.43271125933755,36.81254228816596,36.96876560567799,11191300
2007-05-01,37.091835021972656,37.224389823890924,36.651561651688446,36.91193973534751,9242100
2007-05-02,37.2291374206543,37.390099456766585,36.96402772805603,37.153393342132794,6413800
2007-05-03,37.66468048095703,37.80670561210976,37.12972589573345,37.2338771769989,7087700
